"","n","y"
"193",961,0.0337673099934912
"194",966,-0.0158627941201549
"195",971,0.254159136804243
"196",976,0.47040241158091
"197",981,0.11625028573
"198",986,0.129580559545404
"199",991,0.294058446073235
"200",996,0.556103565549742
"201",1001,0.68835391366573
"202",1006,0.493265203856987
"203",1011,0.736519822943816
"204",1016,0.519879995399186
"205",1021,-0.293037926897442
"206",1026,0.466726672462475
"207",1031,-0.594799331288495
"208",1036,-0.0407693583542004
"209",1041,-0.479387223781439
"210",1046,-0.0138342741917237
"211",1051,-0.00157164244391444
"212",1056,-0.539495472187057
"213",1061,-0.142088590568998
"214",1066,-0.0952496078606368
"215",1071,-0.324426603684744
"216",1076,-0.314207743894903
"217",1081,-0.325051936895765
"218",1086,0.151101173222219
"219",1091,0.433385735894426
"220",1096,-0.139770282079362
"221",1101,0.451916951781974
"222",1106,-0.0994439159833327
"223",1111,0.0138024033294584
"224",1116,0.390054719979592
"225",1121,-0.116922741832822
"226",1126,-0.223427664090226
"227",1131,-0.0512322506166347
"228",1136,-0.0618324111449027
"229",1141,0.156561399796492
"230",1146,-0.202242595063227
"231",1151,-0.260566356013006
"232",1156,0.34045511992502
"233",1161,0.00596286014740123
"234",1166,0.20524587807884
"235",1171,0.196003148179371
"236",1176,0.107404108598495
"237",1181,0.614701863031188
"238",1186,0.409607821846124
"239",1191,-0.278472238689534
"240",1196,-0.275589605107026
"241",1201,0.149103157352862
"242",1206,0.189978596512226
"243",1211,0.923799493629576
"244",1216,0.03732103287563
"245",1221,-0.274155914330541
"246",1226,0.1796834765747
"247",1231,0.0134973627387169
"248",1236,-0.453824822277299
"249",1241,-0.467993957717243
"250",1246,-0.0784113672517046
"251",1251,-0.107603751785669
"252",1256,-0.203539017573878
"253",1261,-0.0448263982110627
"254",1266,-0.186319476226519
"255",1271,0.344557915870494
"256",1276,0.0425982350954584
"257",1281,0.563836344525039
"258",1286,0.450269732591969
"259",1291,-0.00292907307271422
"260",1296,0.168229202392355
"261",1301,0.243452212069216
"262",1306,0.072522717047202
"263",1311,-0.702082107052289
"264",1316,-0.332555935428006
"265",1321,-0.179379802787149
"266",1326,-0.509677754442073
"267",1331,-0.511599510163744
"268",1336,-0.0483038609455161
"269",1341,-0.306963029864792
"270",1346,-0.527141328262025
"271",1351,-0.220636542684941
"272",1356,-0.193106629370518
"273",1361,-0.171723283959537
"274",1366,0.53754184560312
"275",1371,0.256065640496378
"276",1376,-0.0448569022701368
"277",1381,0.513657167348058
"278",1386,0.176938111258026
"279",1391,0.912650260037973
"280",1396,0.424371786438014
"281",1401,0.399465222203968
"282",1406,0.375275503358166
"283",1411,0.846319183581228
"284",1416,0.561411271828644
"285",1421,0.0601380690630961
"286",1426,0.426263038100611
"287",1431,-0.0426453579872608
"288",1436,-0.36670522956152
"289",1441,-0.38668538825509
"290",1446,-0.507191673627529
"291",1451,-0.460794999775743
"292",1456,-0.605323231669078
"293",1461,-0.853290727882863
"294",1466,-0.399481841036697
"295",1471,-0.33754334908663
"296",1476,-0.633676754578502
"297",1481,-0.2018612943248
"298",1486,0.70264506534197
"299",1491,0.41218541483789
"300",1496,0.50749534741508
"301",1501,0.125264235186412
"302",1506,0.173216616050979
"303",1511,0.198519733052989
"304",1516,-0.211073520165194
"305",1521,0.229694881426773
"306",1526,0.0736971233215569
"307",1531,-0.365393555021331
"308",1536,-0.187692158884856
"309",1541,-0.391474525529732
"310",1546,0.152778896471297
"311",1551,-0.400183434395402
"312",1556,0.289604853448408
"313",1561,-0.0207739476310934
"314",1566,-0.217494624600303
"315",1571,0.208326788045329
"316",1576,-0.288858870804283
"317",1581,-0.313002833561474
"318",1586,-0.129780202732577
"319",1591,-0.14301896437076
"320",1596,0.0693655469330272
"321",1601,0.413481837348542
"322",1606,-0.059681874980175
"323",1611,0.349758857942637
"324",1616,0.300769339069548
"325",1621,0.0864630720440897
"326",1626,0.386378980861157
"327",1631,0.180629102405998
"328",1636,0.217950818683224
"329",1641,-0.0206366793652598
"330",1646,-0.110105084629749
"331",1651,0.151497725990183
"332",1656,-0.170320097242126
"333",1661,-0.0962867458691579
"334",1666,-0.321543970102237
"335",1671,-0.645619093706033
"336",1676,-0.497125334133059
"337",1681,-0.308427224700351
"338",1686,-0.345428648357298
"339",1691,-0.0640592074573158
"340",1696,0.14916416547101
"341",1701,-0.099108371333517
"342",1706,0.583450454509719
"343",1711,0.359733685259885
"344",1716,0.241804992879211
"345",1721,0.125721796072524
"346",1726,0.279584270042549
"347",1731,-0.067292637719176
"348",1736,-0.12939890199415
"349",1741,0.0962548750068926
"350",1746,-0.586669999545234
"351",1751,-0.114894221904391
"352",1756,-0.0470074384348646
"353",1761,-0.374910821452467
"354",1766,-0.268939720228861
"355",1771,0.446777017827979
"356",1776,0.73691637571178
"357",1781,-0.180020388027707
"358",1786,-0.0593310783008222
"359",1791,0.226537711312598
"360",1796,-0.118798741465882
"361",1801,-0.166537593916931
"362",1806,0.164644975451143
"363",1811,-0.167147675098414
"364",1816,0.132615713423282
"365",1821,0.611590449005625
"366",1826,0.251581543812477
"367",1831,0.219231989164338
"368",1836,0.236192246009567
"369",1841,0.200639765158642
"370",1846,0.63535311102439
"371",1851,0.496147837439495
"372",1856,0.288094902524238
"373",1861,-0.0290557996697258
"374",1866,0.392815337325803
"375",1871,-0.0803483750029133
"376",1876,-0.247876667438159
"377",1881,-0.218119957811323
"378",1886,-0.581026748616515
"379",1891,-0.226981386972364
"380",1896,-0.676123152780186
"381",1901,-0.376390268317563
"382",1906,-0.300633437606906
"383",1911,-0.14416286658604
"384",1916,0.176267021958395
"385",1921,-0.0902469421724758
"386",1926,0.270677084792897
"387",1931,0.0751765701866532
"388",1936,0.168656259219394
"389",1941,0.146022247386372
"390",1946,0.269883979256969
"391",1951,-0.166934146684895
"392",1956,-0.204347375139343
"393",1961,0.0341638627614552
"394",1966,-0.216548998769004
"395",1971,-0.391825322209084
"396",1976,-0.0594225904780446
"397",1981,-0.344666046880445
"398",1986,0.038724219593041
"399",1991,-0.103195915249453
"400",1996,-0.191337393944217
"401",2001,-0.310882801455821
"402",2006,-0.246336212454914
"403",2011,-0.0326552786404758
"404",2016,-0.307313826544145
"405",2021,0.423593932931623
"406",2026,0.11092732742156
"407",2031,0.159169496847332
"408",2036,0.395774231055996
"409",2041,0.760953574262213
"410",2046,0.542147958523317
"411",2051,0.730632539542505
"412",2056,0.0670472384433916
"413",2061,0.407823334390286
"414",2066,0.145046117496
"415",2071,-0.172348617170557
"416",2076,-0.0850154960412586
"417",2081,-0.543201715364566
"418",2086,-0.375505650604413
"419",2091,-0.670815446501283
"420",2096,-0.458537699404256
"421",2101,-0.550293909099307
"422",2106,-0.60578079255519
"423",2111,-0.232578881812471
"424",2116,-0.483474767697376
"425",2121,0.120825894591122
"426",2126,0.359611669023588
"427",2131,0.264103460062417
"428",2136,0.298344266373153
"429",2141,0.295202348288515
"430",2146,0.57181315597293
"431",2151,0.480117954396028
"432",2156,0.323937171936367
"433",2161,0.0237009704990209
"434",2166,0.243680992512272
"435",2171,0.205261130108377
"436",2176,-0.438099979824574
"437",2181,-0.33107648856291
"438",2186,-0.692183539882727
"439",2191,-0.59138287667219
"440",2196,-0.309540622856558
"441",2201,-0.676763738020743
