"","track","artist","genre","mode","popularity","tempo","energy","danceability","loudness","speechiness","acousticness","liveness","instrumentalness","valence","duration"
"1","coachella","lovelytheband","Alternative/Reggae",1,54,115.013,0.646,0.563,-6.849,0.0312,0.0664,0.0877,0.000879,0.288,226435
"2","Stay (feat. Micah Martin)","Bear Grillz","Electronic Dance",1,35,133.863,0.759,0.522,-4.404,0.0795,0.00878,0.118,0.000133,0.233,204958
"3","63 Days","Atlas Genius","Alternative/Reggae",0,45,159.987,0.701,0.68,-6.535,0.0991,0.0158,0.135,0,0.778,187880
"4","Hard Work Pays Off","Future","Hip Hop",1,71,140.064,0.482,0.736,-8.242,0.196,0.327,0.229,0,0.608,224507
"5","Sahara Love - Seven Lions Remix","Above & Beyond","Electronic Dance",0,54,144.908,0.659,0.275,-5.631,0.039,0.0418,0.079,4.15e-05,0.149,322893
"6","Stole the Show","Kygo","Electronic Dance",0,74,100.034,0.635,0.64,-7.565,0.226,0.271,0.319,0,0.475,223187
"7","Used To Love (with Dean Lewis)","Martin Garrix","Electronic Dance",1,79,118.97,0.693,0.651,-4.722,0.0375,0.458,0.335,0,0.392,236765
"8","Bum Bum Tam Tam","Future","Hip Hop",1,70,131.99,0.699,0.898,-3.781,0.112,0.336,0.232,8.61e-06,0.64,213989
"9","It's Fucking Dubstep","Bear Grillz","Electronic Dance",1,42,139.946,0.975,0.524,-3.16,0.0406,0.00203,0.133,0.0695,0.386,207429
"10","Silence","Marshmello","Electronic Dance",1,80,141.971,0.761,0.52,-3.093,0.0853,0.256,0.17,4.96e-06,0.286,180823
"11","Female","Keith Urban","Country",0,58,85.019,0.477,0.567,-8.781,0.0331,0.186,0.111,4.86e-05,0.321,195317
"12","The Fighter","Keith Urban","Country",0,63,132.011,0.856,0.681,-5.166,0.0517,0.0224,0.188,0,0.755,184040
"13","Trouble","Cage The Elephant","Alternative/Reggae",1,71,77.861,0.623,0.47,-5.655,0.0302,0.392,0.0992,0.000453,0.298,225973
"14","Project Dreams","Marshmello","Electronic Dance",1,77,160.113,0.828,0.78,-2.235,0.237,0.409,0.104,0,0.786,167898
"15","Congratulations","Post Malone","Pop",1,83,123.146,0.804,0.63,-4.183,0.0363,0.215,0.253,0,0.492,220293
"16","Señorita","Camila Cabello","Pop",0,84,116.967,0.548,0.759,-6.049,0.029,0.0392,0.0828,0,0.749,190800
"17","Here With Me (feat. Nevve)","ARMNHMR","Electronic Dance",1,43,144.933,0.784,0.376,-3.856,0.0406,0.378,0.198,0,0.413,205241
"18","Count Me In","Rebelution","Alternative/Reggae",1,59,92.015,0.661,0.8,-8.291,0.0304,0.0204,0.0687,0.000107,0.59,189613
"19","Love Is My Religion","Ziggy Marley","Alternative/Reggae",1,53,95.541,0.704,0.832,-6.981,0.05,0.194,0.386,0,0.773,223653
"20","That Way - Bonus Track","Lil Uzi Vert","Hip Hop",0,80,130.007,0.599,0.712,-5.368,0.0388,0.0554,0.154,0,0.503,212354
"21","Talk (feat. Disclosure)","Khalid","Pop",1,80,135.984,0.4,0.901,-8.575,0.126,0.051,0.0599,0,0.346,197573
"22","I Got You","Jack Johnson","Alternative/Reggae",1,64,98.067,0.399,0.899,-6.553,0.038,0.607,0.0923,1.52e-05,0.544,179347
"23","Can't Be Alone Tonight","Atlas Genius","Alternative/Reggae",1,44,99.991,0.833,0.559,-4.332,0.0895,0.044,0.349,0,0.443,237027
"24","Busy Man","Billy Ray Cyrus","Country",1,42,163.887,0.568,0.6,-9.867,0.0388,0.106,0.238,0,0.475,197267
"25","To Be So Lonely","Harry Styles","Pop",1,78,104.959,0.436,0.758,-7.269,0.0418,0.618,0.335,1.61e-05,0.605,192080
"26","Easy","Camila Cabello","Pop",0,70,128.073,0.593,0.574,-5.731,0.0463,0.411,0.0966,1.55e-06,0.355,194686
"27","You should be sad","Halsey","Pop",1,91,110.94,0.585,0.591,-6.35,0.0277,0.143,0.109,0,0.324,205473
"28","MEGATRON","Nicki Minaj","Hip Hop",1,73,94.017,0.641,0.893,-3.051,0.272,0.128,0.086,8.06e-05,0.771,190747
"29","Bittersweet & Blue - Above & Beyond Club Mix","Above & Beyond","Electronic Dance",0,52,127.971,0.777,0.54,-6.11,0.0399,0.0107,0.37,0.043,0.103,249375
"30","Beach In Hawaii","Ziggy Marley","Alternative/Reggae",0,60,100.959,0.458,0.807,-9.594,0.0361,0.211,0.0839,9.01e-06,0.874,220413
"31","Boyfriend","RaeLynn","Country",1,48,102.033,0.567,0.701,-4.602,0.0257,0.155,0.0964,0,0.493,150067
"32","Life Is Good (feat. Drake)","Future","Hip Hop",0,94,142.037,0.609,0.676,-5.831,0.481,0.0706,0.152,0,0.508,237735
"33","Part-Time Lover","Dabin","Electronic Dance",1,53,172.685,0.771,0.467,-3.738,0.0668,0.0138,0.0956,0,0.36,219191
"34","Ocean Eyes - Blackbear Remix","blackbear","Pop",0,73,144.98,0.419,0.661,-9.807,0.0404,0.114,0.0848,1.19e-05,0.145,195307
"35","Sign of the Times","Harry Styles","Pop",1,79,119.972,0.595,0.516,-4.63,0.0313,0.0275,0.109,0,0.222,340707
"36","Lay My Claim","Rebelution","Alternative/Reggae",0,57,90.997,0.618,0.877,-5.597,0.0456,0.0654,0.056,1e-05,0.846,242723
"37","Fishin'","Chris Lane","Country",1,47,100,0.79,0.663,-5.107,0.0332,0.118,0.0932,0,0.859,162160
"38","Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) - Remix","Moneybagg Yo","Hip Hop",1,70,175.013,0.88,0.79,-1.983,0.376,0.324,0.0829,0,0.857,198694
"39","Dad's Old Number","Cole Swindell","Country",1,55,71.968,0.517,0.527,-7.081,0.0299,0.346,0.206,3.44e-06,0.329,209720
"40","Seaside","The Kooks","Alternative/Reggae",1,49,129.498,0.41,0.616,-8.523,0.0413,0.732,0.123,0,0.324,99227
"41","Shake Me Down","Cage The Elephant","Alternative/Reggae",1,61,105.11,0.613,0.457,-5.756,0.0295,0.00463,0.0711,0.000441,0.132,211373
"42","Keeping Score (feat. Kelly Clarkson)","Dan + Shay","Country",1,64,135.97,0.622,0.567,-4.29,0.0317,0.225,0.138,0,0.336,220213
"43","Huntin', Fishin' And Lovin' Every Day","Luke Bryan","Country",1,67,76.978,0.81,0.543,-4.275,0.0368,0.14,0.145,1.23e-05,0.395,278613
"44","Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa","Hip Hop",0,75,127.023,0.477,0.877,-7.379,0.0587,0.307,0.0929,0,0.552,226743
"45","Sorry Not Sorry","Demi Lovato","Pop",0,79,144.077,0.64,0.705,-6.928,0.225,0.0237,0.262,0,0.887,203760
"46","Die For Me (feat. Future & Halsey)","Halsey","Pop",1,79,145.01,0.66,0.614,-2.848,0.0441,0.19,0.211,0,0.452,245267
"47","Ready To Let Go","Cage The Elephant","Alternative/Reggae",1,64,100.962,0.896,0.719,-3.263,0.037,0.011,0.0731,3.25e-05,0.746,187973
"48","You Don't Even Know Me","SLANDER","Electronic Dance",0,56,150.074,0.903,0.566,-0.484,0.0385,0.00243,0.0996,8.31e-05,0.0406,226000
"49","God's Plan","Drake","Hip Hop",1,84,77.169,0.449,0.754,-9.211,0.109,0.0332,0.552,8.29e-05,0.357,198973
"50","Anyone","Demi Lovato","Pop",1,76,129.98,0.387,0.557,-6.338,0.0374,0.876,0.111,0,0.317,227813
"51","Million Reasons","Lady Gaga","Pop",1,78,129.89,0.423,0.666,-8.012,0.043,0.494,0.106,0,0.154,205280
"52","How Do You Sleep?","Sam Smith","Pop",0,87,110.567,0.682,0.477,-4.931,0.0925,0.153,0.0763,0,0.345,202205
"53","What She Wants Tonight","Luke Bryan","Country",0,74,169.948,0.903,0.484,-3.9,0.0882,0.0649,0.151,0,0.716,186988
"54","Run","Alison Wonderland","Electronic Dance",1,51,145.02,0.779,0.508,-5.763,0.0333,0.00389,0.398,0.02,0.109,218783
"55","Contact (feat. Tyga)","Tyga","Hip Hop",1,75,100.034,0.679,0.838,-5.406,0.036,0.00164,0.343,0,0.125,155918
"56","Didn't I","OneRepublic","Alternative/Reggae",1,78,123.943,0.613,0.606,-6.758,0.0306,0.0182,0.125,0,0.258,207617
"57","MakeDamnSure","Adventure Club","Electronic Dance",1,46,154.885,0.919,0.542,-3.003,0.112,0.206,0.129,0,0.475,199786
"58","Bless The Broken Road","Rascal Flatts","Country",1,70,135.893,0.45,0.591,-6.369,0.0266,0.671,0.159,2.23e-05,0.344,226680
"59","Ain't Worth the Whiskey","Cole Swindell","Country",1,60,153.712,0.738,0.432,-3.91,0.0309,0.042,0.119,0,0.503,191907
"60","Black Madonna","Cage The Elephant","Alternative/Reggae",0,65,109.987,0.728,0.706,-3.184,0.035,0.0012,0.0753,0.0693,0.966,226533
"61","BO$$","Fifth Harmony","Pop",1,65,103.016,0.872,0.813,-5.224,0.107,0.00621,0.0498,0,0.736,171413
"62","Hot (Remix) [feat. Gunna and Travis Scott]","Travis Scott","Hip Hop",0,74,111.983,0.631,0.845,-8.206,0.216,0.188,0.0806,0,0.545,279907
"63","The Champion - Bonus Track","Carrie Underwood","Country",0,60,182.1,0.87,0.529,-3.32,0.327,0.0529,0.0946,0,0.36,222507
"64","Loco Contigo (feat. J. Balvin & Tyga)","Tyga","Hip Hop",1,84,192.091,0.758,0.694,-2.986,0.218,0.278,0.102,1.34e-06,0.371,185195
"65","You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")","Bebe Rexha","Pop",1,77,151.912,0.718,0.394,-6.336,0.0607,0.706,0.116,0,0.247,158258
"66","Location","Khalid","Pop",0,81,80.126,0.449,0.736,-11.462,0.425,0.33,0.0898,0.000162,0.326,219080
"67","Ol' Red","Blake Shelton","Country",1,64,75.049,0.556,0.664,-7.713,0.0365,0.146,0.113,3.91e-06,0.494,221267
"68","Got What I Got","Jason Aldean","Country",0,65,159.847,0.58,0.512,-6.658,0.029,0.621,0.513,1.72e-05,0.303,178147
"69","93 Million Miles","Jason Mraz","Alternative/Reggae",1,53,140.187,0.454,0.573,-10.286,0.0258,0.479,0.0974,1.36e-05,0.515,216387
"70","Seein' Red","Dustin Lynch","Country",0,58,100.993,0.808,0.651,-4.731,0.0435,0.054,0.0482,0,0.858,194893
"71","So Good Looking","The Kooks","Alternative/Reggae",1,52,149.937,0.833,0.545,-4.6,0.153,0.0047,0.0745,1.42e-05,0.741,203285
"72","Keep Up","RaeLynn","Country",1,54,113.972,0.904,0.661,-2.922,0.036,0.253,0.139,0,0.899,184623
"73","Unlonely","Jason Mraz","Alternative/Reggae",0,57,97.987,0.667,0.795,-4.831,0.0392,0.379,0.221,0,0.754,231267
"74","Remedy","Ali Gatie","Pop",0,71,82.718,0.647,0.777,-6.802,0.328,0.265,0.0771,0,0.606,187383
"75","Every Color (with Foster The People)","Louis The Child","Electronic Dance",1,68,124.985,0.747,0.771,-4.858,0.059,0.018,0.343,0.0024,0.333,234857
"76","Demons (feat. RUNN)","Bear Grillz","Electronic Dance",0,48,127.758,0.639,0.467,-6.384,0.124,0.191,0.102,2.24e-06,0.155,225000
"77","See You Again (feat. Charlie Puth)","Wiz Khalifa","Hip Hop",1,81,80.025,0.481,0.689,-7.503,0.0815,0.369,0.0649,1.03e-06,0.283,229526
"78","Say My Name","Bebe Rexha","Pop",0,66,95.031,0.66,0.703,-5.119,0.123,0.137,0.192,0,0.79,198947
"79","Break My Heart","Dua Lipa","Pop",0,84,113.012,0.729,0.73,-3.434,0.0886,0.167,0.349,1.39e-06,0.467,221820
"80","I Won't Give Up","Jason Mraz","Alternative/Reggae",1,72,136.703,0.303,0.585,-10.058,0.0398,0.694,0.115,0,0.142,240166
"81","20 in a Chevy","Cole Swindell","Country",1,57,95.011,0.82,0.587,-5.662,0.0414,0.0559,0.0777,7.28e-06,0.604,184080
"82","One Night","Lil Yachty","Hip Hop",1,70,129.974,0.475,0.764,-12.618,0.114,0.345,0.14,0,0.34,243270
"83","Ready, Set, Don't Go","Billy Ray Cyrus","Country",1,47,76.988,0.721,0.466,-5.45,0.0358,0.285,0.148,0,0.425,228453
"84","Burn Slow","Dirty Heads","Alternative/Reggae",1,55,155,0.855,0.706,-4.853,0.175,0.108,0.104,0,0.465,227999
"85","Boys 'Round Here (feat. Pistol Annies & Friends)","Blake Shelton","Country",1,66,169.895,0.688,0.611,-6.369,0.0529,0.251,0.248,2.35e-06,0.649,288760
"86","Scared to Be Lonely","Martin Garrix","Electronic Dance",0,80,137.972,0.54,0.584,-7.786,0.0576,0.0895,0.261,0,0.195,220883
"87","Knockin' Boots","Luke Bryan","Country",1,74,131.983,0.682,0.739,-3.728,0.205,0.129,0.328,0,0.634,199382
"88","Smoke Two Joints","Sublime","Alternative/Reggae",1,62,95.089,0.687,0.761,-6.185,0.131,0.00469,0.245,0.00532,0.316,173427
"89","Don't Say You Love Me","Fifth Harmony","Pop",1,62,101.707,0.633,0.585,-4.944,0.1,0.497,0.145,0,0.378,193067
"90","No Sucker (feat. Moneybagg Yo)","Moneybagg Yo","Hip Hop",1,72,129.966,0.846,0.9,-4.884,0.224,0.025,0.204,0,0.851,188607
"91","FeRRis WhEEL (feat. Trippie Redd)","Tory Lanez","Hip Hop",1,70,95.031,0.602,0.807,-5.005,0.274,0.0835,0.151,0,0.252,151649
"92","Fix","Chris Lane","Country",0,58,99.995,0.883,0.532,-2.743,0.0352,0.0951,0.304,0,0.7,190240
"93","broken","lovelytheband","Alternative/Reggae",1,73,122.996,0.728,0.666,-5.808,0.0419,0.00175,0.0429,4.26e-06,0.51,204878
"94","Crash 2.0","Adventure Club","Electronic Dance",1,55,127.977,0.652,0.66,-4.747,0.0582,0.00259,0.0673,0,0.167,254879
"95","Let Me Love You","Chris Lane","Country",0,47,181.936,0.843,0.443,-4.314,0.0509,0.304,0.169,1.13e-06,0.554,260453
"96","Breaking News (with RAYE)","Louis The Child","Electronic Dance",1,61,121.057,0.732,0.776,-5.516,0.265,0.0103,0.242,0.000446,0.422,213245
"97","All You Need To Know (feat. Calle Lehmann)","SLANDER","Electronic Dance",1,67,139.929,0.729,0.53,-6.019,0.0376,0.00699,0.103,0,0.219,238338
"98","lovely (with Khalid)","Khalid","Pop",0,90,115.284,0.296,0.351,-10.109,0.0333,0.934,0.095,0,0.12,200186
"99","Work from Home (feat. Ty Dolla $ign)","Fifth Harmony","Pop",1,78,105.017,0.585,0.803,-5.861,0.0432,0.103,0.0644,3.94e-06,0.593,214480
"100","Can We Hang On ?","Cold War Kids","Alternative/Reggae",1,51,74.987,0.733,0.53,-3.863,0.0287,0.0416,0.407,0,0.408,223400
"101","One Margarita","Luke Bryan","Country",1,65,89.997,0.842,0.641,-4.872,0.0464,0.0969,0.169,0,0.738,193427
"102","Oceans (feat. NKOLO)","ARMNHMR","Electronic Dance",0,45,162.217,0.79,0.46,-3.832,0.044,0.294,0.259,0,0.312,222222
"103","I Don't Want This Night To End","Luke Bryan","Country",0,66,111.934,0.728,0.616,-4.02,0.0278,0.0275,0.228,0,0.375,219973
"104","Honey Bee","Blake Shelton","Country",1,64,205.57,0.849,0.481,-5.131,0.0385,0.00167,0.121,1.49e-06,0.723,210720
"105","Fine China","Future","Hip Hop",1,78,166.111,0.542,0.656,-7.358,0.323,0.0484,0.126,0,0.551,141587
"106","Habitual","Justin Bieber","Pop",1,79,138.999,0.443,0.764,-6.625,0.0439,0.52,0.0749,1.96e-05,0.63,168200
"107","Blessed","Thomas Rhett","Country",1,67,175.007,0.496,0.536,-6.027,0.029,0.314,0.11,0,0.497,214173
"108","Let Me See Ya Girl","Cole Swindell","Country",1,59,92.99,0.834,0.523,-3.561,0.0281,0.254,0.393,0,0.445,187587
"109","In Case You Didn't Know","Brett Young","Country",1,71,147.986,0.536,0.607,-7.306,0.0305,0.386,0.102,0,0.434,226200
"110","Good Life","OneRepublic","Alternative/Reggae",1,70,94.988,0.69,0.634,-7.804,0.052,0.0771,0.132,0,0.645,253307
"111","Look What God Gave Her","Thomas Rhett","Country",1,74,113,0.85,0.739,-3.966,0.0308,0.0272,0.181,0,0.883,168960
"112","Like It Is","Tyga","Hip Hop",1,82,105.024,0.728,0.794,-6.759,0.114,0.121,0.227,8.82e-06,0.36,183067
"113","No Limit","G-Eazy","Hip Hop",1,75,175.957,0.771,0.838,-3.791,0.244,0.0117,0.0853,0,0.405,245387
"114","Hundred To Zero","ARMNHMR","Electronic Dance",0,42,131.983,0.815,0.442,-3.65,0.0472,0.00444,0.856,1.42e-05,0.19,201818
"115","Caress Me Down","Sublime","Alternative/Reggae",1,60,79.668,0.484,0.753,-7.519,0.258,0.0149,0.135,0,0.597,211560
"116","Speak 4 Em","Moneybagg Yo","Hip Hop",0,61,137.101,0.69,0.923,-6.457,0.317,0.012,0.114,4.16e-06,0.749,142050
"117","I Feel Love","Sam Smith","Pop",1,75,126.015,0.708,0.719,-7.418,0.0417,0.00645,0.064,0.201,0.256,254453
"118","Lazy Afternoon","Rebelution","Alternative/Reggae",1,55,147.847,0.678,0.775,-6.915,0.0351,0.0112,0.125,0.0105,0.93,210347
"119","Life is a Highway","Rascal Flatts","Country",1,72,103.041,0.953,0.58,-3.856,0.0614,0.00261,0.218,0,0.673,276320
"120","Superhuman","SLANDER","Electronic Dance",1,61,127.908,0.727,0.569,-6.415,0.0437,0.028,0.949,0,0.16,268612
"121","Northern Soul","Above & Beyond","Electronic Dance",0,56,127.983,0.543,0.569,-11.138,0.0631,0.0298,0.183,0.000187,0.121,335853
"122","Baby Birkin","Gunna","Hip Hop",1,73,118.04,0.649,0.848,-6.083,0.315,0.232,0.101,0,0.629,181948
"123","Hero","Dabin","Electronic Dance",1,55,77.5,0.666,0.561,-5.268,0.0471,0.172,0.11,0,0.258,249371
"124","Forever Yours - Avicii Tribute","Kygo","Electronic Dance",1,81,119.272,0.612,0.529,-8.794,0.052,0.253,0.246,0,0.434,193847
"125","Tongue Tied (with YUNGBLUD & blackbear)","blackbear","Pop",0,72,93.001,0.821,0.628,-2.721,0.0525,0.0208,0.426,0,0.465,186024
"126","Call You Mine","Bebe Rexha","Pop",0,84,104.01,0.696,0.585,-5.6,0.0307,0.204,0.344,0,0.522,217640
"127","Settle Down Easy","Rebelution","Alternative/Reggae",1,54,77.51,0.718,0.731,-6.177,0.0573,0.13,0.188,4.11e-06,0.85,236976
"128","Crashing (feat. Bahari)","ILLENIUM","Electronic Dance",1,67,95.995,0.681,0.582,-6.138,0.0458,0.342,0.186,0,0.273,230000
"129","Believer","Above & Beyond","Electronic Dance",1,58,96.992,0.152,0.495,-19.255,0.0286,0.942,0.173,0.964,0.0985,131827
"130","The Universe Is Yours (feat. Micah Martin)","ARMNHMR","Electronic Dance",0,37,152.019,0.902,0.319,-2.703,0.065,0.0486,0.307,0,0.225,194211
"131","First","Cold War Kids","Alternative/Reggae",1,66,78.009,0.692,0.468,-4.015,0.0295,0.0202,0.523,2.39e-06,0.561,200360
"132","TAlk tO Me (with Rich The Kid)","Tory Lanez","Hip Hop",1,69,159.97,0.657,0.731,-8.56,0.0434,0.0591,0.0874,0,0.49,184490
"133","Lo Mein","Lil Uzi Vert","Hip Hop",1,84,133.081,0.676,0.855,-5.736,0.325,0.0888,0.144,0,0.509,195299
"134","Automatic","Iration","Alternative/Reggae",1,53,135.031,0.667,0.772,-6.429,0.0401,0.053,0.0416,2.87e-06,0.867,271120
"135","Heatin Up (feat. Gunna)","Gunna","Hip Hop",1,83,129.847,0.436,0.788,-9.435,0.364,0.0611,0.0979,0,0.341,177314
"136","Potions","SLANDER","Electronic Dance",1,62,149.941,0.323,0.545,-12.006,0.0391,0.102,0.107,2.74e-06,0.193,215200
"137","All To Myself","Dan + Shay","Country",1,73,94.975,0.781,0.646,-4.616,0.0313,0.208,0.125,0,0.565,169920
"138","Cry","Alison Wonderland","Electronic Dance",1,54,161.964,0.656,0.653,-6.27,0.0441,0.0271,0.0897,0,0.511,199942
"139","Momma’s House","Dustin Lynch","Country",0,67,119.997,0.858,0.633,-3.509,0.0355,0.278,0.315,0,0.541,220160
"140","Scarlet Begonias","Sublime","Alternative/Reggae",0,57,97.363,0.807,0.86,-7.945,0.117,0.156,0.104,0.0217,0.551,211387
"141","Fuck Off","Bear Grillz","Electronic Dance",0,39,139.99,0.962,0.711,-3.586,0.0746,0.000668,0.396,0.589,0.129,205500
"142","Before He Cheats","Carrie Underwood","Country",0,73,147.905,0.749,0.519,-3.318,0.0405,0.271,0.119,0,0.29,199947
"143","In the Name of Love","Martin Garrix","Electronic Dance",0,79,133.99,0.519,0.501,-5.88,0.0409,0.109,0.454,0,0.168,195707
"144","All-American Girl","Carrie Underwood","Country",1,60,123.991,0.805,0.624,-2.632,0.029,0.0466,0.328,0,0.77,212173
"145","Golden","Harry Styles","Pop",0,79,139.863,0.838,0.448,-5.257,0.0557,0.21,0.131,0.000131,0.254,208907
"146","Parallel Line","Keith Urban","Country",1,65,81.976,0.477,0.621,-5.284,0.0334,0.202,0.215,0,0.481,253084
"147","Stockholm","Atlas Genius","Alternative/Reggae",1,51,125.04,0.746,0.568,-5.437,0.0462,0.0054,0.162,0,0.409,191640
"148","I Want My Mullet Back","Billy Ray Cyrus","Country",1,48,111.954,0.743,0.558,-4.884,0.0298,0.000484,0.107,0,0.466,198837
"149","That's All I Need","Dirty Heads","Alternative/Reggae",0,54,91.998,0.657,0.765,-6.394,0.0829,0.0175,0.345,0,0.553,213147
"150","Champions","Big Sean","Hip Hop",0,68,134.952,0.774,0.692,-2.48,0.0876,0.0623,0.873,0,0.349,334253
"151","Say to You","Ali Gatie","Pop",1,62,81.495,0.505,0.666,-6.413,0.0289,0.514,0.109,0,0.252,194108
"152","Silly Watch","Lil Uzi Vert","Hip Hop",1,82,130.117,0.535,0.903,-6.238,0.286,0.0296,0.0851,0,0.157,195692
"153","The Take (feat. Chris Brown)","Tory Lanez","Hip Hop",0,83,67.003,0.547,0.464,-8.137,0.339,0.0511,0.155,0,0.423,221492
"154","Hell Right (feat. Trace Adkins)","Blake Shelton","Country",1,60,75.966,0.829,0.547,-6.156,0.0484,0.085,0.132,1.67e-05,0.53,208373
"155","There for You","Martin Garrix","Electronic Dance",0,73,105.969,0.644,0.611,-7.607,0.0553,0.124,0.124,0,0.13,221904
"156","Bra Off","RaeLynn","Country",1,55,199.953,0.776,0.545,-4.904,0.0391,0.398,0.0845,0,0.961,166133
"157","Back Around","Iration","Alternative/Reggae",1,50,125.016,0.595,0.746,-7.457,0.037,0.114,0.0844,0.098,0.648,265933
"158","1 2 3 (feat. Blac Youngsta)","Moneybagg Yo","Hip Hop",1,66,127.046,0.58,0.947,-7.635,0.46,0.027,0.0616,0,0.778,155572
"159","Hold On (feat. Michel Zitron)","Martin Garrix","Electronic Dance",0,72,128.066,0.711,0.422,-4.809,0.0385,0.0176,0.559,0,0.321,244453
"160","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Nicki Minaj","Hip Hop",1,76,98.064,0.817,0.696,-3.862,0.109,0.075,0.187,0,0.782,216409
"161","Superstar","Dabin","Electronic Dance",1,51,134.974,0.721,0.617,-5.568,0.0375,0.0712,0.0867,6.61e-05,0.422,206222
"162","Break Up in the End","Cole Swindell","Country",1,66,86.422,0.372,0.507,-8.433,0.0303,0.481,0.271,0,0.257,199693
"163","Pretty Please","Dua Lipa","Pop",1,80,106.977,0.474,0.906,-6.124,0.194,0.0311,0.286,5.41e-06,0.654,194607
"164","Broke In A Minute","Tory Lanez","Hip Hop",0,82,120.009,0.7,0.929,-5.595,0.0906,0.144,0.349,0,0.802,132024
"165","I Mean It (feat. Remo)","G-Eazy","Hip Hop",1,73,140,0.562,0.712,-6.008,0.129,0.125,0.136,0,0.142,236480
"166","Jump Out The Window","Big Sean","Hip Hop",1,68,136.936,0.704,0.747,-6.743,0.0986,0.136,0.131,0,0.494,213693
"167","Sweet Emotion","The Kooks","Alternative/Reggae",1,57,98.02,0.829,0.764,-5.261,0.0711,0.0459,0.104,0.000184,0.606,308569
"168","2 Seater (feat. G-Eazy & Offset)","G-Eazy","Hip Hop",1,74,125.03,0.691,0.972,-4.288,0.0801,0.00135,0.115,5.91e-06,0.637,229806
"169","So Good (& Metro Boomin)","Big Sean","Hip Hop",0,66,90.008,0.404,0.619,-8.333,0.441,0.0144,0.115,0,0.566,268720
"170","Always Remember Us This Way","Lady Gaga","Pop",1,79,129.976,0.502,0.553,-5.972,0.0409,0.299,0.764,0,0.296,210200
"171","Something Good Can Work","Two Door Cinema Club","Alternative/Reggae",1,59,119.935,0.833,0.648,-5.321,0.0327,0.00583,0.178,0.000787,0.64,164187
"172","Strings","Gunna","Hip Hop",1,69,119.937,0.566,0.797,-6.654,0.042,0.128,0.114,0,0.392,194000
"173","This Is How We Roll","Florida Georgia Line","Country",1,68,132.085,0.931,0.555,-2.969,0.0367,0.016,0.405,0,0.723,220907
"174","Love Someone","Jason Mraz","Alternative/Reggae",1,47,97.955,0.363,0.579,-14.185,0.0308,0.306,0.111,0.00692,0.0754,256973
"175","Happy Now","Kygo","Electronic Dance",1,81,117.999,0.575,0.693,-6.998,0.0801,0.374,0.252,0,0.492,211362
"176","Push My Luck","The Chainsmokers","Electronic Dance",1,74,89.976,0.645,0.563,-6.422,0.0428,0.293,0.202,0,0.523,181853
"177","I'll Never Love Again - Film Version - Radio Edit","Lady Gaga","Pop",1,70,109.908,0.335,0.45,-7.464,0.0298,0.785,0.0979,1.25e-06,0.25,281235
"178","Restless","Cold War Kids","Alternative/Reggae",1,50,125.842,0.647,0.513,-5.444,0.037,0.15,0.214,4.47e-06,0.236,292680
"179","Last Hurrah","Bebe Rexha","Pop",0,72,84.259,0.618,0.514,-4.585,0.0317,0.175,0.117,0,0.401,150333
"180","Pretty Lady","Rebelution","Alternative/Reggae",1,55,138.018,0.622,0.794,-7.454,0.0889,0.0939,0.0422,0,0.694,219978
"181","Who’s Gonna Love Me Now","Cold War Kids","Alternative/Reggae",0,58,118.701,0.947,0.451,-3.607,0.207,0.00261,0.286,0.000312,0.35,171227
"182","Girl Like You","Jason Aldean","Country",0,66,144.057,0.88,0.543,-4.204,0.0365,0.035,0.304,0.000227,0.483,193067
"183","Passionfruit","Drake","Hip Hop",1,79,111.98,0.463,0.809,-11.377,0.0396,0.256,0.109,0.085,0.364,298941
"184","loneliness for love","lovelytheband","Alternative/Reggae",1,61,133.032,0.949,0.591,-4.625,0.0344,0.0126,0.0568,7.3e-06,0.733,237801
"185","Church","Alison Wonderland","Electronic Dance",0,57,94.052,0.681,0.551,-4.873,0.0401,0.0251,0.481,0,0.227,183912
"186","Rise & Fall (feat. Krewella)","Adventure Club","Electronic Dance",0,46,140.055,0.819,0.513,-5.372,0.0454,0.00224,0.058,0.153,0.449,361875
"187","Havana (feat. Young Thug)","Camila Cabello","Pop",1,83,104.988,0.523,0.765,-4.333,0.03,0.184,0.132,3.56e-05,0.394,217307
"188","Time Bomb","Iration","Alternative/Reggae",0,58,147.107,0.59,0.754,-6.525,0.046,0.192,0.11,0,0.784,190693
"189","10,000 Hours (with Justin Bieber)","Justin Bieber","Pop",1,89,89.991,0.63,0.654,-4.644,0.0259,0.153,0.111,0,0.43,167693
"190","Closer","Halsey","Pop",1,84,95.01,0.524,0.748,-5.599,0.0338,0.414,0.111,0,0.661,244960
"191","Chun-Li","Nicki Minaj","Hip Hop",0,71,128.96,0.729,0.69,-5.08,0.372,0.276,0.106,5.08e-05,0.478,191600
"192","Cold Cold Cold","Cage The Elephant","Alternative/Reggae",1,68,136.125,0.789,0.549,-6.071,0.0313,0.0178,0.059,6.68e-05,0.715,214387
"193","Love Yourself","Justin Bieber","Pop",1,82,100.418,0.378,0.609,-9.828,0.438,0.835,0.28,0,0.515,233720
"194","Like I Loved You","Brett Young","Country",1,62,76.025,0.568,0.582,-6.051,0.0297,0.196,0.0841,0,0.64,208640
